"","Gene.Ontology.IDs","Gene.Ontology..GO.","Gene.Ontology..biological.process.","Gene.Ontology..molecular.function.","Gene.Ontology..cellular.component."
"P54098","GO:0000262; GO:0002020; GO:0003677; GO:0003682; GO:0003887; GO:0005739; GO:0005759; GO:0005760; GO:0006259; GO:0006261; GO:0006264; GO:0006284; GO:0006287; GO:0008310; GO:0008408; GO:0032991; GO:0042645; GO:0045004; GO:0051575","gamma DNA polymerase complex [GO:0005760]; mitochondrial chromosome [GO:0000262]; mitochondrial matrix [GO:0005759]; mitochondrial nucleoid [GO:0042645]; mitochondrion [GO:0005739]; protein-containing complex [GO:0032991]; 3'-5' exonuclease activity [GO:0008408]; 5'-deoxyribose-5-phosphate lyase activity [GO:0051575]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; protease binding [GO:0002020]; single-stranded DNA 3'-5' DNA exonuclease activity [GO:0008310]; base-excision repair [GO:0006284]; base-excision repair, gap-filling [GO:0006287]; DNA metabolic process [GO:0006259]; DNA replication proofreading [GO:0045004]; DNA-templated DNA replication [GO:0006261]; mitochondrial DNA replication [GO:0006264]","base-excision repair [GO:0006284]; base-excision repair, gap-filling [GO:0006287]; DNA metabolic process [GO:0006259]; DNA replication proofreading [GO:0045004]; DNA-templated DNA replication [GO:0006261]; mitochondrial DNA replication [GO:0006264]","3'-5' exonuclease activity [GO:0008408]; 5'-deoxyribose-5-phosphate lyase activity [GO:0051575]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; protease binding [GO:0002020]; single-stranded DNA 3'-5' DNA exonuclease activity [GO:0008310]","gamma DNA polymerase complex [GO:0005760]; mitochondrial chromosome [GO:0000262]; mitochondrial matrix [GO:0005759]; mitochondrial nucleoid [GO:0042645]; mitochondrion [GO:0005739]; protein-containing complex [GO:0032991]"
